time.Thu-16,time.Wed-15,time.Fri-0,time.Thu-23,time.Mon-17,time.Sun-11,time.Wed-11,time.Sat-10,time.Thu-13,time.Mon-2,time.Tue-7,time.Mon-19,time.Tue-4,time.Tue-2,time.Thu-0,time.Sat-6,time.Wed-3,time.Tue-23,time.Wed-22,time.Thu-17,time.Sat-23,time.Sat-4,time.Thu-14,time.Fri-15,time.Wed-5,time.Sat-0,time.Tue-13,time.Wed-20,time.Fri-16,time.Tue-18,time.Tue-17,time.Sat-9,time.Sat-3,time.Thu-7,time.Sun-21,time.Sat-16,time.Sat-19,time.Sat-5,time.Fri-10,time.Thu-21,time.Fri-5,time.Thu-8,time.Wed-19,time.Fri-4,time.Wed-18,time.Sun-3,time.Sun-16,time.Sun-1,time.Sun-17,time.Mon-1,time.Mon-7,time.Mon-22,time.Sat-1,time.Sun-0,time.Fri-8,time.Mon-13,time.Sat-15,time.Tue-1,time.Mon-23,time.Sat-7,time.Mon-15,time.Fri-12,time.Fri-11,time.Thu-22,time.Tue-3,time.Tue-5,time.Thu-18,time.Wed-1,business_id,time.Sun-4,time.Mon-0,time.Sat-22,time.Mon-16,time.Thu-20,time.Sun-6,time.Fri-18,time.Sat-18,time.Tue-15,time.Tue-19,time.Tue-20,time.Fri-7,time.Thu-9,time.Mon-12,time.Wed-23,time.Tue-6,time.Mon-21,time.Fri-6,time.Thu-6,time.Sun-13,time.Fri-20,time.Sun-8,time.Sun-12,time.Mon-8,time.Sun-23,time.Wed-16,time.Tue-8,time.Sun-9,time.Mon-4,time.Wed-9,time.Sat-2,time.Sat-12,time.Sun-2,time.Wed-17,time.Wed-6,time.Wed-7,time.Sat-8,time.Fri-1,time.Sat-11,time.Wed-21,time.Thu-3,time.Thu-11,time.Thu-2,time.Wed-10,time.Tue-9,time.Tue-12,time.Fri-3,time.Wed-13,time.Mon-20,time.Sun-20,time.Wed-4,time.Wed-0,time.Sun-10,time.Mon-9,time.Tue-10,time.Mon-18,time.Sun-19,time.Sun-15,time.Wed-8,time.Sat-14,time.Wed-14,time.Fri-19,time.Wed-12,time.Fri-2,time.Tue-14,time.Thu-12,time.Fri-9,time.Tue-11,time.Sat-21,time.Mon-6,time.Mon-11,time.Thu-1,time.Tue-22,time.Thu-10,time.Mon-10,time.Fri-23,time.Tue-16,time.Tue-21,time.Fri-17,time.Mon-3,time.Thu-4,time.Thu-15,time.Fri-22,time.Sun-22,time.Sun-5,time.Sat-13,time.Fri-13,time.Thu-19,time.Sat-20,time.Thu-5,time.Mon-14,time.Sun-7,time.Fri-21,time.Wed-2,time.Sat-17,time.Fri-14,time.Mon-5,time.Tue-0,time.Sun-14,time.Sun-18
,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,VkwdilFrlPc2-dwfRVFiiA,,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,1.0,2.0,,,,1.0,,,,,1.0,1.0,,,,1.0,,,,,1.0,,
,,10.0,7.0,,,,,,13.0,1.0,19.0,5.0,13.0,3.0,1.0,11.0,4.0,6.0,1.0,3.0,14.0,,,4.0,9.0,,23.0,,4.0,,,15.0,1.0,21.0,,18.0,4.0,,14.0,5.0,1.0,12.0,14.0,7.0,24.0,1.0,12.0,2.0,6.0,,5.0,13.0,8.0,,,1.0,11.0,7.0,,,,,5.0,14.0,5.0,8.0,15.0,yy7pPm_QGVRm6exD__Htug,28.0,6.0,11.0,,23.0,,5.0,10.0,,15.0,17.0,,,,1.0,1.0,12.0,,2.0,,33.0,,,,10.0,1.0,1.0,,10.0,,14.0,,14.0,,,,1.0,1.0,,11.0,5.0,,11.0,,,,13.0,,33.0,30.0,12.0,10.0,,,,11.0,40.0,,,1.0,,13.0,,14.0,,,,,25.0,,,8.0,4.0,,,3.0,,10.0,2.0,16.0,8.0,,15.0,14.0,9.0,,,21.0,28.0,3.0,,,9.0,12.0,,,3.0,4.0,,13.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,xaTzvzYq6Zfb3CN0gjkd1A,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,J6DeEYk5VF_oH6OniMxGOQ,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tTKWIf2_VR5l6uJ80uI6aw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,pbRKlMgg69Aj5DIWJioMow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,5.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,1.0,,,Y4OWm-XIXKBUkogYx7rh2w,,,1.0,,,,,2.0,,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,2.0
,,1.0,1.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,1.0,,,,1.0,,,1.0,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,1.0,,,,,fn53cY_qMDPnYvdV48_hVg,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,1.0
1.0,,,,1.0,2.0,2.0,5.0,,,,,1.0,,,,,,1.0,,1.0,,1.0,1.0,,,2.0,2.0,,,2.0,1.0,,,1.0,1.0,,,5.0,1.0,,1.0,,,1.0,,2.0,,1.0,,,2.0,,,1.0,3.0,,,,,,4.0,,,,,,,k3SiAsI_zpPzctKmFF26kg,,,,2.0,2.0,,2.0,1.0,,,1.0,,4.0,1.0,1.0,,1.0,,,,1.0,,1.0,,,,1.0,1.0,,2.0,,,,,,,2.0,,4.0,,,3.0,,1.0,1.0,5.0,,1.0,2.0,,,,4.0,3.0,5.0,4.0,,1.0,,1.0,2.0,,2.0,1.0,2.0,3.0,1.0,1.0,2.0,,2.0,,,5.0,1.0,,2.0,,,1.0,,,2.0,1.0,,2.0,,1.0,1.0,,1.0,,3.0,,,1.0,,,,1.0
,,,2.0,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,PcgBF7OIg-PLKJTK3QJMFw,,,2.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,-yuNBcDIoOzCcS4GWU_o1A,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1.0,1.0,,,,,,,1.0,,,,,,,2.0,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FxEoO2etCPrPLFOnGwV-Ww,,,,1.0,,,2.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,1.0,,1.0,,,,,
,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,9UgZlpPSVHj-_z_k13Wd6Q,,,,1.0,3.0,,,,,2.0,2.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,
1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2ur1a1J-WfGZ4oWhaSjUAw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,1.0,7.0,11.0,,,,,5.0,,,1.0,,1.0,5.0,,,13.0,,1.0,,,1.0,,,2.0,14.0,1.0,1.0,,,,,,,4.0,1.0,,,,1.0,,2.0,,1.0,,5.0,,2.0,1.0,,,,,,10.0,1.0,1.0,11.0,,1.0,1.0,1.0,,,,,1.0,TFi2oV4wuVCis4xCoygzhA,,,,,,,,2.0,,1.0,,,,,23.0,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,3.0,,,,2.0,,10.0,,,,5.0,,,,,1.0,2.0,,,,2.0,5.0,,2.0,4.0,,4.0,,,5.0,2.0,,,,7.0,,,2.0,,,,,1.0,,,5.0,,,,,,,,1.0,1.0,,6.0,1.0,4.0
,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,UJButeGhEReFgTS9VJ7TBQ,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,ydnVd1autQa3lgrPiTWYxQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1.0,,,1.0,,,,,,,,,,1.0,,,,,,1.0,3.0,1.0,1.0,,,,2.0,1.0,2.0,,,,,,,1.0,,,,1.0,1.0,,,,1.0,1.0,,,,,,,,1.0,,,,,,1.0,lP8Qx2Lv0rjgTgDOvs_2Sg,,,,3.0,,1.0,,,2.0,,,,,1.0,1.0,,1.0,,,,,,,,4.0,,,,,,,,,1.0,,,,,,2.0,,1.0,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,1.0,,,3.0,,,2.0,,,,,,,,,1.0,2.0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,MaKJcuAQluPQsyJ7GxmWhQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,2.0,,,,2.0,,,1.0,,,,,,,,,,1.0,,,,1.0,,,,,,,1.0,,,,,RhS_cyPTCRYLRky-Y7yNCA,,,1.0,1.0,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,1.0,,,,,,2.0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6hpfRwGlOzbNv7k5eP9rsQ,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j1-MhqW0Lesq7YtL1t_wAQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,,,2.0,,,,,,,,,,,,,,2.0,,,,,1.0,,,3.0,,slNlxqKdRl4q4ppugfT3ig,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,2.0,,,,,,1.0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bAsJFpMp2FzQWPYRMrSatg,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ct3PdP27YGDomr9rK_GVJw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,2.0,,,,,,,,,,1.0,22.0,1.0,20.0,,,,3.0,,,,,1.0,,,,,,,,,,,fEZDZWGQRzE6BdSfQXWeDA,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,4.0,,,,,,,21.0,3.0,,,,,,,,,,,,,,4.0,,,,,,,,2.0,,,,,,,,1.0,,,,,,1.0,,,,,,109.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,aveqqTTutqV5tOl3_SeI8A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,HtQmm4EyS8lYXPYNYSWXdg,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,
,,2.0,,,,,,,,,,1.0,1.0,2.0,,,,2.0,,,,,,,2.0,,,,,,,,,1.0,1.0,2.0,,,3.0,,,,,3.0,1.0,,2.0,1.0,,,1.0,1.0,1.0,,,,2.0,1.0,,,,,1.0,1.0,,,,Yq0LCrGLjJtKcwBu1Nta6w,,1.0,2.0,,2.0,,,1.0,,,,,,,3.0,,4.0,,,,1.0,,,,1.0,,,,,,3.0,,,,,,,2.0,,2.0,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,2.0,,2.0,,,,,2.0,,,,1.0,,,,,1.0,,,,,5.0,1.0,,,,,1.0,,,,2.0,,,,,,,
,2.0,2.0,5.0,1.0,,,,1.0,,,,,,,,1.0,2.0,1.0,1.0,1.0,,1.0,,,,,3.0,,,,,,,,3.0,1.0,,,2.0,,,,,2.0,,3.0,,4.0,,,1.0,,,,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,3.0,,dzNI36bApgTUiht9OcrxPw,,,,1.0,1.0,,1.0,4.0,1.0,1.0,2.0,,,1.0,7.0,,1.0,,,,1.0,,,,1.0,4.0,,,,,1.0,,,2.0,,,,1.0,,3.0,1.0,1.0,2.0,,,,2.0,1.0,3.0,2.0,,1.0,,,,1.0,,1.0,,1.0,1.0,1.0,,,2.0,3.0,,,4.0,,,6.0,3.0,,,1.0,1.0,3.0,2.0,,,2.0,,,,2.0,1.0,1.0,,,1.0,,1.0,,2.0,,,1.0,,2.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sY6AR_JqHBLxBkKZLfBJQw,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1GWSJbsVfKCPXIYPap6nIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1.0,,,,,1.0,,,,1.0,,,,10.0,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,10.0,,,,,1.0,,,,,rzjX_oK_sLaJbjBisOnkkw,,,,,,,1.0,,,,,,,,7.0,,,,,,10.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pho0qplgiDMttyic_bUYsQ,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w6WxZu_4-6XDt2eQaAqlWg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,,,10.0,4.0,,,1.0,2.0,,1.0,2.0,,2.0,2.0,1.0,,2.0,,4.0,1.0,,1.0,6.0,,3.0,,,2.0,5.0,7.0,,,1.0,2.0,,4.0,1.0,,2.0,1.0,,4.0,4.0,4.0,1.0,2.0,2.0,4.0,,1.0,3.0,1.0,,,2.0,1.0,1.0,2.0,,2.0,,1.0,1.0,,1.0,2.0,2.0,QvPheSB0kI_rrsyM4xAznw,,,2.0,2.0,3.0,1.0,1.0,5.0,5.0,2.0,3.0,,,,1.0,,4.0,,,1.0,,,,,2.0,4.0,,,,,1.0,,3.0,2.0,,,,1.0,1.0,5.0,,1.0,1.0,,,,,1.0,4.0,6.0,,1.0,,,,6.0,5.0,4.0,,3.0,8.0,5.0,2.0,1.0,2.0,1.0,,1.0,5.0,,,1.0,6.0,1.0,,2.0,1.0,3.0,2.0,1.0,1.0,4.0,5.0,,,,,5.0,4.0,1.0,5.0,,5.0,,2.0,3.0,1.0,3.0,2.0,4.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4aPjGu1YO5kDbVpnSlIEXA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75thxHkg9LgbxlDfMw5n-g,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,1.0,OKqxQ9eD2kA7JNuXatK_1A,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lov2OE96fonQV6ItjAMS8A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jBAtWFmDllB_jbSeiRK0Jg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,1.0,,,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,-CZwX0Fy14DGCY_2aFkhKg,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,O7gJ1v7yVmwPV93NC4EFfQ,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,RUesmVfxbN1G5rEv3xnrtQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,
,,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,dCHY54izjsBylnGHvSaOdQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,1.0,,,1.0,,,,,8BkHsanQFybOf3XwIa0pCw,,,,1.0,,,,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,3.0,,,2.0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,9FWRsG70CqE_5KmjDI3Rjg,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
1.0,,1.0,1.0,,,,,,2.0,,1.0,1.0,1.0,3.0,,1.0,1.0,3.0,,3.0,2.0,,2.0,,3.0,,,1.0,,1.0,,3.0,,5.0,3.0,3.0,1.0,,2.0,,,1.0,,,3.0,4.0,3.0,2.0,1.0,,1.0,1.0,1.0,,,4.0,1.0,5.0,,,,1.0,3.0,,1.0,1.0,2.0,JygJa_-IIaZj3iZBpYE-sA,2.0,2.0,1.0,2.0,4.0,,,4.0,1.0,,1.0,,,,1.0,,,,,,3.0,,,,3.0,,,,,,2.0,,3.0,3.0,,,,2.0,,1.0,5.0,,3.0,,,,1.0,,1.0,3.0,,5.0,,1.0,,,3.0,,,1.0,,2.0,,2.0,1.0,1.0,,,4.0,,,3.0,,,,1.0,,,1.0,3.0,1.0,1.0,1.0,4.0,2.0,2.0,,1.0,3.0,,,,1.0,4.0,2.0,2.0,1.0,3.0,,6.0
9.0,6.0,55.0,11.0,2.0,,,,4.0,3.0,,18.0,6.0,9.0,51.0,,5.0,9.0,20.0,8.0,6.0,,14.0,4.0,,12.0,5.0,8.0,16.0,28.0,12.0,,7.0,,6.0,33.0,15.0,,,3.0,1.0,,16.0,,7.0,,11.0,3.0,18.0,5.0,,47.0,3.0,5.0,1.0,6.0,15.0,26.0,24.0,,5.0,5.0,1.0,3.0,3.0,1.0,9.0,8.0,oEqNseYlgAlvPhs9WSZ8vg,,14.0,6.0,3.0,4.0,,10.0,18.0,2.0,22.0,4.0,,,5.0,16.0,1.0,5.0,,1.0,,3.0,,,,11.0,3.0,,,,,4.0,1.0,4.0,3.0,,,,11.0,,2.0,2.0,,11.0,,,6.0,2.0,6.0,8.0,5.0,2.0,25.0,,,,,9.0,5.0,1.0,7.0,18.0,15.0,3.0,12.0,20.0,6.0,,,12.0,,,11.0,5.0,,,9.0,9.0,4.0,8.0,1.0,1.0,5.0,5.0,9.0,,,6.0,19.0,10.0,,18.0,,4.0,9.0,34.0,9.0,,46.0,,12.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,KnIvjMKqWpB2m3BB_BEBDg,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
