is_open,hours.Monday,attributes.BusinessAcceptsCreditCards,hours.Tuesday,attributes.HappyHour,attributes.Ambience,attributes.NoiseLevel,hours.Wednesday,attributes.GoodForKids,attributes.AgesAllowed,neighborhood,attributes.Corkage,categories,attributes.AcceptsInsurance,attributes.Alcohol,attributes.WiFi,attributes.Music,attributes.RestaurantsReservations,postal_code,attributes.HairSpecializesIn,name,longitude,attributes.BikeParking,attributes.RestaurantsTableService,attributes.RestaurantsDelivery,attributes.RestaurantsTakeOut,hours.Friday,attributes.RestaurantsPriceRange2,attributes.DriveThru,city,attributes.DogsAllowed,attributes.GoodForMeal,attributes.RestaurantsCounterService,attributes.DietaryRestrictions,latitude,attributes,attributes.BusinessParking,stars,business_id,attributes.BestNights,address,attributes.ByAppointmentOnly,attributes.BYOB,attributes.BusinessAcceptsBitcoin,attributes.BYOBCorkage,attributes.Caters,attributes.Open24Hours,attributes.HasTV,attributes.OutdoorSeating,hours.Sunday,attributes.GoodForDancing,attributes.WheelchairAccessible,attributes.RestaurantsGoodForGroups,attributes.Smoking,attributes.CoatCheck,hours.Saturday,review_count,hours.Thursday,state,hours,attributes.RestaurantsAttire
1,8:0-17:0,False,8:0-17:0,,,,9:0-18:0,,,,,"General Dentistry, Cosmetic Dentists, Dentists, Health & Medical",True,,,,,85021,,The Biting Edge Family Dentistry,-112.08337140000002,,,,,,,,Phoenix,,,,,33.5381059,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'False', 'ByAppointmentOnly': 'False'}",,5.0,7jnrheg6VbUaSKpHrzWQaA,,721 W Glendale Ave,False,,,,,,,,,,,,,,,8,8:0-17:0,AZ,"{'Monday': '8:0-17:0', 'Tuesday': '8:0-17:0', 'Wednesday': '9:0-18:0', 'Thursday': '8:0-17:0'}",
1,8:0-18:0,True,8:0-18:0,,,,8:0-18:0,,,,,"Automotive, Auto Repair, Oil Change Stations, Tires",,,,,,44136,,Rad Air Complete Car Care and Tire Centers,-81.837195,,,,,8:0-18:0,,,Strongsville,,,,,41.319195,{'BusinessAcceptsCreditCards': 'True'},,4.5,dzCQgg2XgfGxuGAO5hFiIA,,12922 Pearl Rd,,,,,,,,,,,,,,,8:0-15:0,6,8:0-18:0,OH,"{'Monday': '8:0-18:0', 'Tuesday': '8:0-18:0', 'Wednesday': '8:0-18:0', 'Thursday': '8:0-18:0', 'Friday': '8:0-18:0', 'Saturday': '8:0-15:0'}",
1,,,,,,,,,,Westside,,"Home Services, Pool Cleaners",,,,,,89145,,Green Turf Yard and Pool Service,-115.2659777,,,,,,,,Las Vegas,,,,,36.168344899999994,,,1.0,BRUoS9ePM25xUEqve30SZg,,,,,,,,,,,,,,,,,,3,,NV,,
1,0:0-0:0,,0:0-0:0,,,,0:0-0:0,,,,,"Home Inspectors, Plumbing, Local Services, Home Services, Contractors, Recycling Center, Hydro-jetting",,,,,,15135,,A-1 Sewer Cleaning Specialists,-79.8104989,,,,,0:0-0:0,,,McKeesport,,,,,40.315357,,,5.0,zxcPn3jR5myAEdJiQ1aOfg,,1325 Schweitzer Rd,,,,,,,,,0:0-0:0,,,,,,0:0-0:0,3,0:0-0:0,PA,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",
1,10:30-23:0,True,10:30-23:0,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",average,10:30-23:0,True,,Southwest,,"Chicken Wings, Italian, Restaurants, Pizza",,none,no,,False,89139,,Pizza Hut,-115.243765382,False,False,True,True,10:30-0:0,1.0,,Las Vegas,,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}",,,36.0494801256,"{'Alcohol': 'none', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'True', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV': 'False', 'NoiseLevel': 'average', 'OutdoorSeating': 'False', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'WiFi': 'no'}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",2.0,dj6nbGIqguJDXgz49nmFBw,,7645 S. Rainbow Blvd.,,,,,True,,False,False,10:30-23:0,,,False,,,10:30-0:0,75,10:30-23:0,NV,"{'Monday': '10:30-23:0', 'Tuesday': '10:30-23:0', 'Wednesday': '10:30-23:0', 'Thursday': '10:30-23:0', 'Friday': '10:30-0:0', 'Saturday': '10:30-0:0', 'Sunday': '10:30-23:0'}",casual
1,9:0-17:0,True,9:0-17:0,,,,9:0-17:0,,,,,"Home Services, Local Services, Home Cleaning, Carpet Cleaning",,,,,,T3H 5B2,,Bow River Chem-Dry,-114.20465111700001,,,,,9:0-17:0,,,Calgary,,,,,51.0557468425,{'BusinessAcceptsCreditCards': 'True'},,4.5,RkDMu2hS4reRb9EJM4jkLQ,,36 Wentworth Way SW,,,,,,,,,,,,,,,9:0-17:0,3,9:0-17:0,AB,"{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '9:0-17:0'}",
1,10:0-20:0,,10:0-20:0,,,,10:0-20:0,,,Shadyside,,"Pet Stores, Pets",,,,,,15232,,Petagogy,-79.9280738,,,,,10:0-20:0,,,Pittsburgh,,,,,40.457662899999995,,,4.5,AkL6Ous6A1atZejfZXn1Bg,,5880 Ellsworth Ave,,,,,,,,,11:0-16:0,,,,,,10:0-20:0,28,10:0-20:0,PA,"{'Monday': '10:0-20:0', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-20:0', 'Saturday': '10:0-20:0', 'Sunday': '11:0-16:0'}",
1,,,,,,,,,,,,"Financial Advising, Real Estate, Financial Services, Mortgage Brokers, Home Services",,,,,,85260,,loanDepot,-111.89254790000001,,,,,,,,Scottsdale,,,,,33.6134273,,,3.5,JcMMyZoA2HXg7JP8vvCGpg,,"14000 North Pima Rd, Ste 150",,,,,,,,,,,,,,,,3,,AZ,,
1,,True,,,,,,,,Yorkville,,"Women's Clothing, Fashion, Shopping, Men's Clothing",,,,,,M4W 1A3,,H & M,-79.38744390000001,True,,,,,2.0,,Toronto,,,,,43.6697859,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2'}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",3.0,vUDwEdosgazCZxgZw60J3A,,15 Bloor Street W,,,,,,,,,,,,,,,,17,,ON,,
1,7:0-16:0,True,7:0-16:0,,,,7:0-16:0,,,,,"Health & Medical, General Dentistry, Cosmetic Dentists, Dentists",True,,,,,85209,,Sossaman Dental Health & Implant Center,-111.66756559999999,,,,,7:0-16:0,,,Mesa,,,,,33.392716899999996,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",,3.5,2v0GTKbCoxddkSMzdbVu5A,,"1228 E Sossaman Rd, Ste 101",False,,,,,,,,,,,,,,,3,7:0-16:0,AZ,"{'Monday': '7:0-16:0', 'Tuesday': '7:0-16:0', 'Wednesday': '7:0-16:0', 'Thursday': '7:0-16:0', 'Friday': '7:0-16:0'}",
1,10:30-22:0,True,10:30-22:0,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",average,10:30-22:0,True,,,,"Pizza, Restaurants, Fast Food",,beer_and_wine,free,,False,85048,,MOD Pizza,-111.99419415,True,False,False,True,10:30-23:0,1.0,False,Phoenix,,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}",,,33.304790117399996,"{'Alcohol': 'beer_and_wine', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'False', 'DriveThru': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV': 'False', 'NoiseLevel': 'average', 'OutdoorSeating': 'True', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'WiFi': 'free'}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",4.0,2-_HV0XUYK64OylB5J4i6A,,"4025 E Chandler Blvd, Ste 74",,,,,False,,False,True,10:30-22:0,,True,True,,,10:30-23:0,79,10:30-22:0,AZ,"{'Monday': '10:30-22:0', 'Tuesday': '10:30-22:0', 'Wednesday': '10:30-22:0', 'Thursday': '10:30-22:0', 'Friday': '10:30-23:0', 'Saturday': '10:30-23:0', 'Sunday': '10:30-22:0'}",casual
1,,True,10:0-18:0,,,,10:0-18:0,,,,,"Fashion, Home Services, Books, Mags, Music & Video, Thrift Stores, Furniture Stores, Vinyl Records, Shopping, Department Stores, Building Supplies, Home & Garden",,,,,,61820,,The Habitat for Humanity ReStore,-88.23782729999999,True,,,,10:0-18:0,1.0,,Champaign,,,,,40.115998299999994,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly': 'False', 'RestaurantsPriceRange2': '1', 'WheelchairAccessible': 'True'}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",4.5,fZQ3QjGMRELHG9f0WnN8vw,,119 E University Ave,False,,,,,,,,,,True,,,,10:0-16:0,23,10:0-18:0,IL,"{'Tuesday': '10:0-18:0', 'Wednesday': '10:0-18:0', 'Thursday': '10:0-18:0', 'Friday': '10:0-18:0', 'Saturday': '10:0-16:0'}",
1,9:30-18:30,True,9:30-18:30,,,,9:30-18:30,,,,,"Waxing, Skin Care, Eyelash Service, Nail Technicians, Beauty & Spas, Hair Removal, Nail Salons",,,,,,85224,,Nail By Sarah,-111.86048906,False,,,,9:30-18:30,2.0,,Chandler,,,,,33.334012432399994,"{'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'ByAppointmentOnly': 'False', 'RestaurantsPriceRange2': '2', 'WheelchairAccessible': 'True'}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",4.5,Y8BgxnfptT3MkyOOynmgYQ,,"1964 N Alma School Rd, Ste 9, Az Nail Salon",False,,,,,,,,10:0-16:0,,True,,,,9:30-18:30,28,9:30-18:30,AZ,"{'Monday': '9:30-18:30', 'Tuesday': '9:30-18:30', 'Wednesday': '9:30-18:30', 'Thursday': '9:30-18:30', 'Friday': '9:30-18:30', 'Saturday': '9:30-18:30', 'Sunday': '10:0-16:0'}",
1,6:0-22:0,True,6:0-22:0,,,,6:0-20:0,,,,,"Shopping, Nurseries & Gardening, Appliances, Home & Garden, Hardware Stores",,,,,,89014,,The Home Depot,-115.03444075600001,True,,,,6:0-22:0,2.0,,Henderson,,,,,36.0648761175,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '2'}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",3.0,mgbm9QvsCOgqj8L_IXqNlw,,1030 Sunset Rd,,,,,,,,,7:0-21:0,,,,,,6:0-22:0,77,6:0-22:0,NV,"{'Monday': '6:0-22:0', 'Tuesday': '6:0-22:0', 'Wednesday': '6:0-20:0', 'Thursday': '6:0-22:0', 'Friday': '6:0-22:0', 'Saturday': '6:0-22:0', 'Sunday': '7:0-21:0'}",
1,,,,,,,,True,,,,"Festivals, Arts & Entertainment, Performing Arts",,,,,,H3C 1A9,,Piknic Electronik,-73.529125,,,,,,,,Montréal,,,,,45.503746,{'GoodForKids': 'True'},,4.5,EHgvQ27WMiNtQuPk19r3_Q,,"Parc Jean-Drapeau, 1 Circuit Gilles Villeneuve",,,,,,,,,,,,,,,,3,,QC,,
1,,,,,,,,,,Rosemont-La Petite-Patrie,,"Food, Specialty Food, Sandwiches, Restaurants, Delis",,,,,,H2S 3E6,,Slovenia Meat Product,-73.609033,,,,,,,,Montréal,,,,,45.529549200000005,,,3.5,Fkoe4BS3Z6TR6vDyUSBW6A,,6424 Rue Clark,,,,,,,,,,,,,,,,3,,QC,,
1,0:0-0:0,True,0:0-0:0,,,,0:0-0:0,False,,,,"Nutritionists, Health & Medical, Health Coach, Fitness & Instruction, Life Coach, Professional Services, Boot Camps, Active Life, Gyms",True,,,,,44039,,Maximize Fitness,-82.0196286703,True,,,,0:0-0:0,,,North Ridgeville,False,,,,41.4180613216,"{'AcceptsInsurance': 'True', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly': 'True', 'DogsAllowed': 'False', 'GoodForKids': 'False', 'WheelchairAccessible': 'True'}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",5.0,XQpodpuqyeqmUjCjrrSaqQ,,36072 Westminister Rd,True,,,,,,,,0:0-0:0,,True,,,,0:0-0:0,4,0:0-0:0,OH,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",
1,,True,,,,,,,,,,Shopping,,,,,,T2N 3P5,,Purr,-114.08982309999999,True,,,,,3.0,,Calgary,,,,,51.0526861,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '3', 'WheelchairAccessible': 'True'}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",4.0,jJuX3SZGaqFy9LsLEaS--w,,1220 Kensington Rd NW,,,,,,,,,,,True,,,,,5,,AB,,
1,0:0-0:0,True,0:0-0:0,,,,0:0-0:0,,,,,"Grocery, Automotive, Gas Stations, Food, Convenience Stores",,beer_and_wine,,,,85301,,QuikTrip,-112.1669679,True,,False,True,0:0-0:0,1.0,,Glendale,,,,,33.5233113,"{'Alcohol': 'beer_and_wine', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True'}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",3.0,HnmlZZvLT3p_YQr2ljLfww,,5082 NW Grand Ave,,,,,False,,,,0:0-0:0,,True,,,,0:0-0:0,7,0:0-0:0,AZ,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",
0,,True,11:0-14:0,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",quiet,11:0-14:0,True,,,,"American (New), Sandwiches, Restaurants, Salad",,none,no,,True,29715,,Savannah's,-80.9428803,,True,False,,11:0-14:0,2.0,,Fort Mill,,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}",,,35.006134,"{'Alcohol': 'none', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'True', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV': 'False', 'NoiseLevel': 'quiet', 'OutdoorSeating': 'True', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'RestaurantsTableService': 'True', 'WiFi': 'no'}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",4.5,IWjkXz2x9CtGmuF5w4Vweg,,124 Confederate St,,,,,True,,False,True,,,,True,,,11:0-14:0,8,11:0-14:0,SC,"{'Tuesday': '11:0-14:0', 'Wednesday': '11:0-14:0', 'Thursday': '11:0-14:0', 'Friday': '11:0-14:0', 'Saturday': '11:0-14:0'}",casual
0,11:0-22:0,True,11:0-22:0,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",quiet,11:0-22:0,True,,Southeast,,"Restaurants, Pizza, Italian",,beer_and_wine,free,,True,89120,,Roma Garden,-115.102399,,True,False,True,11:0-22:0,2.0,,Las Vegas,,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}",,,36.085437,"{'Alcohol': 'beer_and_wine', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV': 'True', 'NoiseLevel': 'quiet', 'OutdoorSeating': 'False', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': 'free'}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",3.5,pTW2TYYRNXn-jPn7GWn_1Q,,5715 S Pecos Rd,,,,,,,True,False,11:0-22:0,,,True,,,11:0-22:0,11,11:0-22:0,NV,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-22:0'}",casual
1,9:30-23:0,True,9:30-23:0,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",average,9:30-23:0,True,,,,"Mexican, Fast Food, Restaurants",,none,no,,False,85035,,El Pollo Loco,-112.1673163,True,False,False,True,9:30-23:0,1.0,True,Phoenix,,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}",,,33.4655955,"{'Alcohol': 'none', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'True', 'DriveThru': 'True', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV': 'False', 'NoiseLevel': 'average', 'OutdoorSeating': 'True', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'WiFi': 'no'}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",2.5,rLX33sjOL3n4g_VqLpJZWA,,5009 W Mcdowell,,,,,True,,False,True,9:30-23:0,,True,True,,,9:30-23:0,17,9:30-23:0,AZ,"{'Monday': '9:30-23:0', 'Tuesday': '9:30-23:0', 'Wednesday': '9:30-23:0', 'Thursday': '9:30-23:0', 'Friday': '9:30-23:0', 'Saturday': '9:30-23:0', 'Sunday': '9:30-23:0'}",casual
1,,True,,,,,,,,Bloor-West Village,,"Cafes, Coffee & Tea, Restaurants, Food",,,free,,,M6S 1N4,,Starbucks,-79.4758667,True,,,True,,2.0,,Toronto,,,,,43.651351,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'WiFi': 'free'}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",4.5,XoOFezxPVlwsNqB2qMlluA,,Bloor Street West 2210,,,,,,,,True,,,True,,,,,11,,ON,,
1,0:0-0:0,True,0:0-0:0,,,,0:0-0:0,,,,,"Drugstores, Electronics, Shopping, Fashion, Department Stores, Discount Store, Food, Mobile Phones, Grocery",,,,,,44136,,Walmart Supercenter,-81.820387,True,,,False,0:0-0:0,1.0,,Strongsville,,,,,41.3459,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'False'}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",2.5,yNuwHBmhrVIXm5CffOMD2A,,8585 Pearl Rd,,,,,True,,,,0:0-0:0,,,,,,0:0-0:0,14,0:0-0:0,OH,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",
1,9:0-17:0,,9:0-17:0,,,,9:0-17:0,,,,,"Grocery, Food, Food Delivery Services, Specialty Food",,,,,,M3J 2X4,,Prepd,-79.4750774,False,,,,9:0-17:0,,,Toronto,,,,,43.779258500000005,"{'BikeParking': 'False', 'Caters': 'False'}",,5.0,Q3u6g9t_06TwkKPCo4-uIA,,877 Alness,,,,,False,,,,14:0-18:0,,,,,,9:0-17:0,6,9:0-17:0,ON,"{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '9:0-17:0', 'Sunday': '14:0-18:0'}",
0,17:30-21:0,True,17:30-21:0,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",quiet,17:30-21:0,True,,Westside,,"Japanese, Restaurants",,beer_and_wine,no,,True,89102,,I-Naba,-115.20766100000002,True,True,False,True,17:30-21:0,2.0,,Las Vegas,,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}",,,36.13174,"{'Alcohol': 'beer_and_wine', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'True', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV': 'False', 'NoiseLevel': 'quiet', 'OutdoorSeating': 'False', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'WiFi': 'no'}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",4.0,OiqDNSdnchr8zQhiMSInLQ,,"3210 S Decatur Blvd, Ste 104",,,,,True,,False,False,11:30-14:30,,True,True,,,17:30-21:0,174,17:30-21:0,NV,"{'Monday': '17:30-21:0', 'Tuesday': '17:30-21:0', 'Wednesday': '17:30-21:0', 'Thursday': '17:30-21:0', 'Friday': '17:30-21:0', 'Saturday': '17:30-21:0', 'Sunday': '11:30-14:30'}",casual
1,,True,,,,,,,,,,"Bars, Nightlife",,,,,,44077,,Bone Daddy's,-81.190656,,,,,,2.0,,Painesville,,,,,41.759673,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2'}",,5.0,TEwiJ1dTVJ318HswEHq9VA,,2510 Northridge Rd,,,,,,,,,,,,True,,,,3,,OH,,
